"lang"	"left_context"	"center"	"right_context"	"title"
"479"	"ukr"	" За спиною клацнув замок"	"долинуло"	" невдоволене буркотіння міліціонера"	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"480"	"rus"	" Позади щелкнул замок донеслось недовольное ворчание милиционера"	""	""	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"481"	"ukr"	" Я зрозумів що ти хочеш від мене і зрозумів чим я можу"	"допомогти"	" тобі"	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"482"	"rus"	" Понял теперь что нужно от меня я знаю чем могу помочь"	""	""	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"483"	"ukr"	" Гадаєш такого не може бути Андріане Але ж ми моделюємо"	"доводимо"	" до екстремуму кожну людську рису характеру А втім прошу"	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"484"	"rus"	" [...] Но ведь мы моделируем Впрочем"	""	""	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"485"	"ukr"	" А а Це ти"	"Добрий"	" вечір мовив Андріан ніяково усміхаючись і ступив крок аби зайти Що ти хотів запитала вона холодно"	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"486"	"rus"	" А а Это ты [...] Что тебе нужно"	""	""	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"487"	"ukr"	" Він нізащо не хотів усвідомлювати ганебність цієї ситуації він ще намагався вдавати що не чує не розуміє її слів її погляду З кімнати"	"долинув"	" приглушений чоловічий голос Чи може то лиш здалося"	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"488"	"rus"	" Он не хотел замечать унизительность создавшейся ситуации пытался сделать вид что не слышит не понимает ни ее слов ни ее взгляда Из комнаты донесся приглушенный мужской голос Или может это лишь показалось"	""	""	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"489"	"ukr"	" І не забудь купити яйця голосно"	"додав"	" по паузі"	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"490"	"rus"	" И не забудь купить яйца тихо добавил он после паузы"	""	""	"[Олександр Тесленко. Програма для внутрішнього користування (1979-1989) | Александр Тесленко. Программа для внутреннего пользования (Е. Цветков, 1984)]"
"491"	"ukr"	" А ще ж треба шість років"	"дожидати"	" коли він знову зможе повернутись у свій степовий аул спати не на верхніх нарах а в юрті на кошмі пасти коні пити кумис відкочовувати влітку на свіжі пасовиська в гірський район Алатау"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"492"	"rus"	" А ведь еще целых шесть лет ждать когда он сможет вернуться в свой степной аул и будет спать не на верхних нарах а в юрте на кошме пасти коней пить кумыс перекочевыва летом на свежие пастбища Алатау"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"493"	"ukr"	" Ледве"	"дочекавшись"	" до медпункту де з бідою своєї черги каже лікарці"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"494"	"rus"	" Едва доплелся до медпункта со своей бедой и дождавшись очереди говорит врачихе"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"495"	"ukr"	" Незрозуміле було чому взяли не хустину що коштувала таки"	"добрячих"	" грошей а газету нікому не потрібний папір що його досить у всякого начальника"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"496"	"rus"	" Непонятно было почему взяли не платок который стоил немалых денег а газету никому не нужную бумагу такой у любого начальника сколько угодно"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"497"	"ukr"	" Всяких людей"	"доводилось"	" йому зустрічати по цей бік життя колгоспників робітників учених навіть з начальства попадались часом в'язні але міліціонера жодного"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"498"	"rus"	" Всяких людей доводилось ему встречать по эту сторону жизни колхозников рабочих ученых даже из начальства попадались иногда зеки но милиционера ни одного"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"499"	"ukr"	" Звели їх ще раз усіх трьох Беймбета вчителя й зоотехніка на суді але там розмовляти підсудним між собою не"	"дозволялося"	" й Беймбет нічого не міг розпитати в учителя"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"500"	"rus"	" Встретились они еще раз все трое Беймбет учитель и зоотехник на суде но там подсудимым разговаривать не разрешалось и Бембет ни о чем не мог расспросить учителя"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"501"	"ukr"	" На суді вчитель хоч і говорив по-російському та Беймбет зрозумів що він визнав себе за левосерого зоотехнік щось заперечував а Беймбет був ні в тих ні в сих проте це не"	"допомогло"	" нікому з них і суд одважив кожному по десять років далеких таборів"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"502"	"rus"	" На суде хоть учитель и говорил по-русски Беймбет понял что он признал себя левосерым зоотехник что-то отрицал а Беймбет как говорится ни бе ни ме Впрочем это не помогло никому из них и суд приговорил каждого к десяти годам далеких лагерей"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"503"	"ukr"	" І знову думки гадки припущення від яких тільки болить голова але так ні до чого й не"	"додумаєшся"	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"504"	"rus"	" И опять догадки предположения а от них только болит голова а ни до чего так и не додумаешься"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"505"	"ukr"	" Але хоч як переконливо пише Гостицький"	"доводячи"	" що слідство й суд підійшли до справи обвинуваченого однобоко не врахували мовляв того й того а до того ж ще й порушили якусь статтю Кримінально процесуального кодексу відповідь на його скарги одна й та ж підстав для перегляду справи нема"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"506"	"rus"	" Но как убедительно ни написал бы Гостицкий доказывая что следствие и суд подошли к делу обвиняемого однобоко не учли мол того и того да к тому же нарушили еще какую-то статью Уголовно-процессуального кодекса ответ на его жалобы всегда один оснований для пересмотра дела нет"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"507"	"ukr"	" Хоч би хтось із Казахстану тут був то може Беймбет і"	"довідався"	" б щось про рідню але на весь таборовий пункт він тільки один казах"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"508"	"rus"	" Если бы кто-нибудь из Казахстана тут был тогда может Беймбету и удалось разузнать что-нибудь о своей родне но на весь лагерный пункт только он один казах"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"509"	"ukr"	" Не така вже це й знадна плата бо й горбушка в Беймбета не шахтарська тепер а поверхнева важить якихось там шістсот грамів і хоч Беймбетові"	"доведеться"	" жити якийсь час надголодь але це йому не первина аби тільки погодився взяти таку плату великий майстер у справах скарг Бондаренко"	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"510"	"rus"	" Не такая уж это и привлекательная плата ведь горбушка у Беймбета не шахтерска теперь а как и у всех кто работает на поверхности всего каких-то шестьсот граммов и хоть придется Беймбету какое-то время жить впроголодь ему не привыкать лишь бы согласился взять такую плату признанный мастер по делам жалоб Бондаренко"	""	""	"[Борис Антоненко-Давидович. Кінний міліціонер (1957-1986) | Борис Антоненко-Давидович. Конный милиционер (Ярина Голуб, 1996)]"
"511"	"ukr"	" Коли вони з Едиком поверталися з Будинку культури і сідали удвох вечеряти Люба якийсь час ледве чи й помічала мене їй"	"докласти"	" зусиль щоб остаточно спуститися на цей не завжди вміло вимитий мною лінолеум за цей посмугований кухонним ножем стіл до цих магазинних товстих пружинних що з них витікає руда сукровиця котлет"	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"512"	"rus"	" Когда они с Эдиком возвращались из Дома культуры и садились вдвоем ужинать Люба какое-то время почти не замечала меня ей приходилось делать над собой усилие чтобы окончательно спуститься на этот не всегда умело вымытый мной линолеум за этот выскобленный кухонным ножом стол к этим магазинным грубым с рыжей сукровицей котлетам"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"513"	"ukr"	" Він тільки не"	"допускає"	" до критичної поділки тієї чорної думної хмари відсовує її тримає на овиді"	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"514"	"rus"	" Он только но допускает к себе эту черную как туча мысль отталкивает ее держит на расстоянии"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"515"	"ukr"	" Не відаю чим я йому зможу"	"допомогти"	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"516"	"rus"	" Не знаю чем я ему смогу помочь"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"517"	"ukr"	" Люба принесла їх йому на вибір аж три де"	"допинає"	" в нашому місті це закордонне ганчір'я я не знаю й досі одного разу принесла й мені майку звичайну майку тільки називається якось по іноземному ще й з манюсінькою дірочкою під рукою і правила за неї знайома сто карбованців я ледве не пошматував ту майку на одній вишкварював оркестр якихось патланів на другій хизувалася зеленоока смаглява красуня третя була чиста голуба й чиста"	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"518"	"rus"	" Люба принесла ему на выбор три штуки где достает в нашем городе эти заграничные шмотки я не знаю до сих пор однажды принесла и мне майку обыкновенную майку только называется как-то по иноземному еще и с маленькой дырочкой под мышкой и просила за нее знакомая сто рублей я чуть было не порвал эту пустяковину на одной намалеван оркестр каких-то патлатых юнцов на другой улыбалась зеленоглазая красотка третья была гладкая без рисунка"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"519"	"ukr"	" Цей Аркадій Васильович видавався мені особою майже містичною опріч усього я не дуже вірив що він захоче чимось"	"допомогти"	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"520"	"rus"	" Этот Аркадий Васильевич представлялся мне личностью почти мифической к тому же я не очень верил что он захочет нам помочь"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"521"	"ukr"	" Може я чогось не"	"добачив"	" у ньому або він змінився"	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"522"	"rus"	" Возможно я что-то не разглядел в нем или он изменился"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"523"	"ukr"	" Дивіться шибеники їжте манну кашу й ви такими будете Докторська дисертація вже нічого не"	"додасть"	" Ліпше б написати та опублікувати ще кілька статей"	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"524"	"rus"	" Смотрите пострелята ешьте манную кашу и вы будете такими Докторская диссертация уже ничего не прибавит Лучше бы написать и опубликовать несколько статей"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"525"	"ukr"	" Просто тепер я не"	"досадую"	" не нервуюся спокійно набираю кількість очок на яку здатний"	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"526"	"rus"	" Просто теперь не раздражаюсь не нервничаю спокойно набираю столько очков на сколько способен"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"527"	"ukr"	" Використай їх на повну катушку Вмри а свого"	"досягни"	" Інакше ти не чоловік а ганчірка"	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"528"	"rus"	" Используй их на полную катушку Умри а свое возьми вырви зубами Иначе ты не мужчина а тряпка"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"529"	"ukr"	""	"доїдемо"	" стукотіли колеса екзамени екзамени екзамени відбивали вони свій ритм всегаразд всегаразд всегаразд"	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"530"	"rus"	" Доедем доедем доедем выстукивали колеса экзамены экзамены экзамены отбивали они свой ритм все хорошо все хорошо все хорошо"	""	""	"[Юрій Мушкетик. Обвал (1985) | Юрий Мушкетик. Обвал (Н. Крючкова, 1990)]"
"531"	"ukr"	" [...] Хіба вони"	"допоможуть"	" йому На планеті стає все більше вуглекислого газу а кисню так мало"	"[Михайло Ларін. Повернення (1970-1983) | Михаил Ларин. Возвращение (А. Афанасьев, 1986)]"
"532"	"rus"	" Атмосферы на планете практически нет привычно анализировал его мозг кислорода почти нет а количество углекислого газа непрерывно увеличивается [...] [...]"	""	""	"[Михайло Ларін. Повернення (1970-1983) | Михаил Ларин. Возвращение (А. Афанасьев, 1986)]"
"533"	"ukr"	" Чому ж мені здається що я перетворився на робота На досконалого біоробота якому"	"доручено"	" збирати інформацію Певно тому що так довго не був дома"	"[Михайло Ларін. Повернення (1970-1983) | Михаил Ларин. Возвращение (А. Афанасьев, 1986)]"
"534"	"ukr"	" Звідси давно давно в різні куточки галактики стартували трансгалактичні кораблі з його далекими прародичами аби в безмежжі всесвіту знайти придатні до життя планети і розселитись на них Планета"	"доживала"	" останнє тисячоліття [...]"	"[Михайло Ларін. Повернення (1970-1983) | Михаил Ларин. Возвращение (А. Афанасьев, 1986)]"
"535"	"rus"	" [...] Планета доживала последнее тысячелетие Когда-то давным-давно она приняла первых переселенцев с Земли которые ринулись обживать космос"	""	""	"[Михайло Ларін. Повернення (1970-1983) | Михаил Ларин. Возвращение (А. Афанасьев, 1986)]"
"536"	"ukr"	" Ще з більшою прискіпливістю почали"	"добирати"	" людей для служби на секретному об'єкті"	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"537"	"rus"	" Еще более тщательно начали подбирать людей для службы на секретном объекте"	""	""	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"538"	"ukr"	" І в останніх двох спробах мало не"	"добилися"	" свого"	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"539"	"rus"	" И в двух последних попытках едва ли не добились своего"	""	""	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"540"	"ukr"	" Так але саме тобі Життя виклало рахунок І сплачувати"	"доводиться"	" за найвищим курсом Що ти можеш зробити щоб сплатити цей борг"	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"541"	"rus"	" Да но сама жизнь предъявила тебе счет И оплачивать его приходится по самому высокому курсу Что можешь сделать ты чтобы уплатить этот долг"	""	""	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"542"	"ukr"	" Бачиш що вона більше схожа на сир з величезними дірками який нахабно"	"догризають"	" миші поліція армія бізнесмени"	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"543"	"rus"	" Видишь что она больше похожа на сыр с большими дырами который нахально догрызают мыши полиция армия бизнесмены"	""	""	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"544"	"ukr"	" Всі кому не ліньки А втім сир уже"	"догризли"	" Що ж міг зробити ти один коли мишей тисячі"	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"545"	"rus"	" Все кому не лень А впрочем сыр уже доели Что же мог сделать ты один когда мышей тысячи"	""	""	"[Олег Романчук. Знову маневри (1981) | Олег Романчук. Опять маневры (Олег Романчук, 1983)]"
"546"	"ukr"	" Щось мене змушувало до"	"дій"	" зовсім не обов'язкових але таких нестерпно привабливих"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"547"	"rus"	" Непонятно что меня побуждало к действиям совершенно не обязательным видимо их необыкновенная привлекательность таинственность"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"548"	"ukr"	" Його конструкція"	"дозволяла"	" виконати будь-яку забаганку і тому він ніколи не боявся видати себе за людину"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"549"	"rus"	" Его конструкция позволяла воспроизвести любую человеческую прихоть и потому он не опасался играть роль человека"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"550"	"ukr"	" Дьондюранг не забув кілька разів висловити своє захоплення вродою Гінзури не забув мовби зовсім випадково"	"доторкнутися"	" її руки"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"551"	"rus"	" Дьондюранг не забыл несколько раз высказать свое восхищение красотой Гинзуры не забыл будто совсем случайно коснуться ее руки"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"552"	"ukr"	" Використовуючи останні можливості телекінезу Дьондюрангові вдалося"	"домогтися"	" від своїх акумуляторів останніх молекул АТФ кинути їх до загального утилізатора"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"553"	"rus"	" Используя последние возможности телекинеза Дьондюранг направил оставшиеся в аккумуляторах молекулы АТФ в общий утилизатор"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"554"	"ukr"	" Він би сів і тамуючи усмішку"	"дослухався"	" б до голосів за спиною пригадуючи довгий шлях до цієї театральної зали"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"555"	"rus"	" Он сел бы и сдерживая улыбку прислушивался бы к разговорам за спиной вспоминая длительный путь к этому креслу"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"556"	"ukr"	" До їхньої розмови почали"	"дослухатися"	" і вона замовкла"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"557"	"rus"	" К их разговору начали прислушиваться и они замолчали"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"558"	"ukr"	" Дивак Ти не"	"дослухала"	" Я любив ходити тією вулицею бо міг там співати на повний голос"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"559"	"rus"	" Чудак улыбнулась она Ты недослушала Я любил ходить по этой улице там я мог петь в полный голос"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"560"	"ukr"	" А біокібер того не може собі"	"дозволяти"	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"561"	"rus"	" А биокибер не может нет не смеет себе позволить этого"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"562"	"ukr"	" Скільки років хвилювань переховувань тяжкої праці бажання збагнути життя людей і"	"допомогти"	" їм словом і ділом"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"563"	"rus"	" Сколько лет волнений тяжелой работы желания постичь жизнь людей и помочь им и словом и делом"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"564"	"ukr"	" Ще можна все звести на жарт та"	"доведеться"	" знову брехати"	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"565"	"rus"	" Пока еще можно все свести к шутке но опять придется лгать"	""	""	"[Олександр Тесленко. Дьондюранг (1979) | Александр Тесленко. Дьондюранг (Е. Цветков, 1984)]"
"566"	"ukr"	" У неврожайні роки аж до середини XX ст селянам"	"доводилося"	" пекти хліб не лише з житньої а з домішками ячмінної муки висівок картоплі буряків лободи навіть жолудів"	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"567"	"rus"	" В неурожайные годы вплоть до середины XX ст крестьянам приходилось печь хлеб не только из ржаной муки но и с примесями ячменя отрубей картофеля свеклы лебеды даже желудей"	""	""	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"568"	"ukr"	" За гріх вважалося недоїсти шматок хліба а якщо такий шматок падав на землю годилося підняти його почистити від пилу поцілувати й"	"доїсти"	""	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"569"	"rus"	" За грех считалось недоесть кусок хлеба а если такой кусок падал на землю следовало поднять его почистить от пыли поцеловать и доесть"	""	""	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"570"	"ukr"	" Для смаку"	"додавали"	" сироватку чи маслянку рідину яка залишалася після виготовлення сиру й масла а в особливо урочисті дні забілювали сметаною"	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"571"	"rus"	" Для вкуса добавляли сыворотку или масленку жидкость которая оставалась после изготовления сыра и масла а в особо торжественные дни забеливали сметаной"	""	""	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"572"	"ukr"	" Гостроти борщу"	"додавав"	" червоний стручковий перець особливо поширений на Півдні України"	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"573"	"rus"	" Остроту борща придавал красный стручковый перец особенно распространенный на юге Украины"	""	""	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"574"	"ukr"	" Борщ готували з квасолею Середнє Подніпров'я Полтавщина Поділля на Півдні"	"додавали"	" злегка підсмажене борошно пшоняну або гречану кашу затирали борщ а на Полтавщині галушки"	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"575"	"rus"	" Борщ готовили с фасолью Среднее Поднепровье Полтавщина на юге добавляли слегка поджаренную муку пшенную или гречневую кашу затирали борщ а на Полтавщине галушки"	""	""	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"576"	"ukr"	" На крайньому заході борщ варили дуже рідкий лише з буряками заправляючи засмажкою а для кисло солодкого смаку"	"додавали"	" сік свіжих вишень або яблук"	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
"577"	"rus"	" На западе Украины борщ варили очень редкий только со свеклой заправляли зажаркой а для кисло-сладкого вкуса добавляли сок свежих вишен или яблок"	""	""	"[Л. Ф. Артюх. Українська народна кулінарія: Історико-етнографічне дослідження (1977) | Л. Ф. Артюх. Украинская народная кулинария: Историко-этнографическое исследование (М. В. Стрелецкая, 2009)]"
